aqi,pm25,pm10,co,no2,o3,t,h,p,w,temp_sensor,humidity_sensor,mq135_raw
65,65,78.0,0.1,21.85,98.9,34.0,71.0,1001,2.0,33.7,68.5,905.0
65,65,78.0,0.1,21.85,98.9,34.0,71.0,1001,2.0,33.7,68.5,905.0
65,65,78.0,0.1,21.85,98.9,34.0,71.0,1001,2.0,33.7,68.5,905.0
65,65,78.0,0.1,21.85,98.9,34.0,71.0,1001,2.0,33.7,68.5,905.0
65,65,78.0,0.1,21.85,98.9,34.0,71.0,1001,2.0,33.7,68.5,904.0
65,65,78.0,0.1,21.85,98.9,34.0,71.0,1001,2.0,33.7,68.5,903.0
65,65,78.0,0.1,21.85,98.9,34.0,71.0,1001,2.0,33.7,68.5,902.0
65,65,78.0,0.1,21.85,98.9,34.0,71.0,1001,2.0,33.7,68.5,903.0
65,65,78.0,0.1,21.85,98.9,34.0,71.0,1001,2.0,33.7,68.5,903.0
65,65,78.0,0.1,21.9,99.19999999999999,34.0,71.0,1001,2.0,33.8,68.4,901.0
65,65,78.0,0.1,21.9,99.19999999999999,34.0,71.0,1001,2.0,33.8,68.4,901.0
65,65,78.0,0.1,21.9,99.19999999999999,34.0,71.0,1001,2.0,33.8,68.4,901.0
65,65,78.0,0.1,21.9,99.19999999999999,34.0,71.0,1001,2.0,33.8,68.4,895.0
65,65,78.0,0.1,21.9,99.3,34.0,71.0,1001,2.0,33.8,68.3,895.0
65,65,78.0,0.1,21.9,99.3,34.0,71.0,1001,2.0,33.8,68.3,895.0
65,65,78.0,0.1,21.9,99.3,34.0,71.0,1001,2.0,33.8,68.3,895.0
65,65,78.0,0.1,21.9,99.3,34.0,71.0,1001,2.0,33.8,68.3,893.0
65,65,78.0,0.1,21.9,99.3,34.0,71.0,1001,2.0,33.8,68.3,893.0
65,65,78.0,0.1,21.9,99.3,34.0,71.0,1001,2.0,33.8,68.3,891.0
65,65,78.0,0.1,21.9,99.3,34.0,71.0,1001,2.0,33.8,68.3,891.0
65,65,78.0,0.1,21.9,99.3,34.0,71.0,1001,2.0,33.8,68.3,893.0
65,65,78.0,0.1,21.95,99.6,34.0,71.0,1001,2.0,33.9,68.2,892.0
65,65,78.0,0.1,21.95,99.6,34.0,71.0,1001,2.0,33.9,68.2,891.0
65,65,78.0,0.1,21.95,99.6,34.0,71.0,1001,2.0,33.9,68.2,889.0
65,65,78.0,0.1,21.95,99.6,34.0,71.0,1001,2.0,33.9,68.2,888.0
65,65,78.0,0.1,21.95,99.7,34.0,71.0,1001,2.0,33.9,68.1,885.0
65,65,78.0,0.1,21.95,99.7,34.0,71.0,1001,2.0,33.9,68.1,885.0
65,65,78.0,0.1,21.95,99.7,34.0,71.0,1001,2.0,33.9,68.1,886.0
65,65,78.0,0.1,21.95,99.7,34.0,71.0,1001,2.0,33.9,68.1,885.0
65,65,78.0,0.1,21.95,99.7,34.0,71.0,1001,2.0,33.9,68.1,884.0
65,65,78.0,0.1,21.95,99.7,34.0,71.0,1001,2.0,33.9,68.1,885.0
65,65,78.0,0.1,21.95,99.8,34.0,71.0,1001,2.0,33.9,68.0,884.0
65,65,78.0,0.1,21.95,99.8,34.0,71.0,1001,2.0,33.9,68.0,883.0
65,65,78.0,0.1,21.95,99.8,34.0,71.0,1001,2.0,33.9,68.0,883.0
65,65,78.0,0.1,21.95,99.8,34.0,71.0,1001,2.0,33.9,68.0,883.0
65,65,78.0,0.1,21.95,99.8,34.0,71.0,1001,2.0,33.9,68.0,883.0
65,65,78.0,0.1,21.95,99.8,34.0,71.0,1001,2.0,33.9,68.0,879.0
65,65,78.0,0.1,21.95,99.8,34.0,71.0,1001,2.0,33.9,68.0,879.0
65,65,78.0,0.1,21.95,99.8,34.0,71.0,1001,2.0,33.9,68.0,879.0
65,65,78.0,0.1,21.95,99.89999999999999,34.0,71.0,1001,2.0,33.9,67.9,879.0
65,65,78.0,0.1,21.95,99.89999999999999,34.0,71.0,1001,2.0,33.9,67.9,877.0
65,65,78.0,0.1,21.9,99.69999999999999,34.0,71.0,1001,2.0,33.8,67.9,879.0
65,65,78.0,0.1,21.9,99.69999999999999,34.0,71.0,1001,2.0,33.8,67.9,876.0
65,65,78.0,0.1,21.9,99.69999999999999,34.0,71.0,1001,2.0,33.8,67.9,877.0
65,65,78.0,0.1,21.9,99.69999999999999,34.0,71.0,1001,2.0,33.8,67.9,878.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,875.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,877.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,873.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,875.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,875.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,876.0
65,65,78.0,0.1,21.95,100.0,34.0,71.0,1001,2.0,33.9,67.8,873.0
65,65,78.0,0.1,21.95,100.0,34.0,71.0,1001,2.0,33.9,67.8,873.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,870.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,871.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,871.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,871.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,870.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,871.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,869.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,868.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,868.0
65,65,78.0,0.1,21.9,99.8,34.0,71.0,1001,2.0,33.8,67.8,869.0
65,65,78.0,0.1,21.85,99.60000000000001,34.0,71.0,1001,2.0,33.7,67.8,867.0
65,65,78.0,0.1,21.85,99.60000000000001,34.0,71.0,1001,2.0,33.7,67.8,866.0
65,65,78.0,0.1,21.85,99.60000000000001,34.0,71.0,1001,2.0,33.7,67.8,866.0
65,65,78.0,0.1,21.85,99.60000000000001,34.0,71.0,1001,2.0,33.7,67.8,865.0
65,65,78.0,0.1,21.85,99.60000000000001,34.0,71.0,1001,2.0,33.7,67.8,863.0
65,65,78.0,0.1,21.85,99.60000000000001,34.0,71.0,1001,2.0,33.7,67.8,861.0
65,65,78.0,0.1,21.85,99.60000000000001,34.0,71.0,1001,2.0,33.7,67.8,863.0
65,65,78.0,0.1,21.85,99.60000000000001,34.0,71.0,1001,2.0,33.7,67.8,862.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,861.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,861.0
65,65,78.0,0.1,21.9,99.69999999999999,34.0,71.0,1001,2.0,33.8,67.9,861.0
65,65,78.0,0.1,21.9,99.69999999999999,34.0,71.0,1001,2.0,33.8,67.9,861.0
65,65,78.0,0.1,21.9,99.69999999999999,34.0,71.0,1001,2.0,33.8,67.9,860.0
65,65,78.0,0.1,21.9,99.69999999999999,34.0,71.0,1001,2.0,33.8,67.9,861.0
65,65,78.0,0.1,21.85,99.60000000000001,34.0,71.0,1001,2.0,33.7,67.8,859.0
65,65,78.0,0.1,21.85,99.60000000000001,34.0,71.0,1001,2.0,33.7,67.8,860.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,859.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,859.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,858.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,857.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,859.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,857.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,856.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,856.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,857.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,856.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,855.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,855.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,856.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,855.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,855.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,853.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,853.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,853.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,851.0
65,65,78.0,0.1,21.85,99.5,34.0,71.0,1001,2.0,33.7,67.9,852.0
65,65,78.0,0.1,21.8,99.5,34.0,71.0,1001,2.0,33.6,67.7,851.0
65,65,78.0,0.1,21.8,99.5,34.0,71.0,1001,2.0,33.6,67.7,847.0
65,65,78.0,0.1,21.8,99.3,34.0,71.0,1001,2.0,33.6,67.9,847.0
65,65,78.0,0.1,21.8,99.3,34.0,71.0,1001,2.0,33.6,67.9,845.0
65,65,78.0,0.1,21.8,99.2,34.0,71.0,1001,2.0,33.6,68.0,845.0
65,65,78.0,0.1,21.8,99.2,34.0,71.0,1001,2.0,33.6,68.0,845.0
65,65,78.0,0.1,21.8,99.2,34.0,71.0,1001,2.0,33.6,68.0,844.0
65,65,78.0,0.1,21.8,99.2,34.0,71.0,1001,2.0,33.6,68.0,841.0
65,65,78.0,0.1,21.8,99.2,34.0,71.0,1001,2.0,33.6,68.0,843.0
65,65,78.0,0.1,21.8,99.2,34.0,71.0,1001,2.0,33.6,68.0,839.0
65,65,78.0,0.1,21.8,99.2,34.0,71.0,1001,2.0,33.6,68.0,839.0
65,65,78.0,0.1,21.8,99.2,34.0,71.0,1001,2.0,33.6,68.0,837.0
65,65,78.0,0.1,21.8,99.10000000000001,34.0,71.0,1001,2.0,33.6,68.1,831.0
65,65,78.0,0.1,21.8,99.10000000000001,34.0,71.0,1001,2.0,33.6,68.1,829.0
65,65,78.0,0.1,21.8,99.10000000000001,34.0,71.0,1001,2.0,33.6,68.1,829.0
65,65,78.0,0.1,21.8,99.10000000000001,34.0,71.0,1001,2.0,33.6,68.1,827.0
65,65,78.0,0.1,21.8,99.10000000000001,34.0,71.0,1001,2.0,33.6,68.1,825.0
65,65,78.0,0.1,21.8,99.10000000000001,34.0,71.0,1001,2.0,33.6,68.1,824.0
65,65,78.0,0.1,21.8,99.10000000000001,34.0,71.0,1001,2.0,33.6,68.1,825.0
65,65,78.0,0.1,21.8,99.10000000000001,34.0,71.0,1001,2.0,33.6,68.1,823.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,824.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,823.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,822.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,825.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,823.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,823.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,821.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,821.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,821.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,823.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,825.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,823.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,825.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,823.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,825.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,823.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,823.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,823.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,824.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,823.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,824.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,825.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,825.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,827.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,825.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,825.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,824.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,825.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,825.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,825.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,824.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,825.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,823.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,827.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,819.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,816.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,815.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,815.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,814.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,815.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,825.0
65,65,78.0,0.1,21.8,99.0,34.0,71.0,1001,2.0,33.6,68.2,812.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,811.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,813.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,850.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,855.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,860.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,855.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,855.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,856.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,853.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,853.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,851.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,847.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,846.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,843.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,843.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,841.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,843.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,838.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,839.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,839.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,841.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,831.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,837.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,838.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,839.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,831.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,789.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,791.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,793.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,795.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,797.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,796.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,796.0
65,65,78.0,0.1,21.8,98.9,34.0,71.0,1001,2.0,33.6,68.3,796.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,787.0
65,65,78.0,0.1,21.75,98.7,34.0,71.0,1001,2.0,33.5,68.3,787.0
65,65,78.0,0.1,21.75,98.6,34.0,71.0,1001,2.0,33.5,68.4,789.0
65,65,78.0,0.1,21.75,98.6,34.0,71.0,1001,2.0,33.5,68.4,793.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,793.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,795.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,795.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,798.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,802.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,799.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,800.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,800.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,804.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,800.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,804.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,799.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,805.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,803.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,804.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,803.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,803.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,805.0
65,65,78.0,0.1,21.8,98.7,34.0,71.0,1001,2.0,33.6,68.5,803.0
65,65,78.0,0.1,21.8,98.7,34.0,71.0,1001,2.0,33.6,68.5,803.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,804.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,800.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,803.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,803.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,803.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,799.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,799.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,799.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,799.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,798.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,799.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,797.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,797.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,795.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,797.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,797.0
65,65,78.0,0.1,21.8,98.7,34.0,71.0,1001,2.0,33.6,68.5,795.0
65,65,78.0,0.1,21.8,98.7,34.0,71.0,1001,2.0,33.6,68.5,795.0
65,65,78.0,0.1,21.8,98.7,34.0,71.0,1001,2.0,33.6,68.5,792.0
65,65,78.0,0.1,21.8,98.7,34.0,71.0,1001,2.0,33.6,68.5,792.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,791.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,791.0
65,65,78.0,0.1,21.8,98.7,34.0,71.0,1001,2.0,33.6,68.5,791.0
65,65,78.0,0.1,21.8,98.7,34.0,71.0,1001,2.0,33.6,68.5,789.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,789.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,789.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,788.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,789.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,787.0
65,65,78.0,0.1,21.75,98.5,34.0,71.0,1001,2.0,33.5,68.5,788.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,790.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,789.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,790.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,789.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,787.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,787.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,787.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,787.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,787.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,787.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,785.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,787.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,784.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,783.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,786.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,786.0
51,51,61.199999999999996,0.1,21.8,98.7,33.0,75.0,1000,1.5,33.6,68.5,781.0
51,51,61.199999999999996,0.1,21.8,98.7,33.0,75.0,1000,1.5,33.6,68.5,782.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,783.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,781.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,781.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,781.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,781.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,780.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,779.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,777.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,779.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,781.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,779.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,779.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,778.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,777.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,777.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,777.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,775.0
51,51,61.199999999999996,0.1,21.75,98.5,33.0,75.0,1000,1.5,33.5,68.5,777.0
